,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
1220,Omdat een koe als hij geslacht word geeft hij biefstuk en hij heeft geen poten dus hij stuk biefstuk,9: Diverse / long,3.0,3.0,"['biefstuk', 'biefstuk']","['koe', 'geslacht', 'word', 'geeft', 'biefstuk', 'pot', 'stuk', 'biefstuk']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,9
1228,Hoezo biefstuk..Neh snap m niet..??,9: Diverse / long,3.0,0.0,['biefstuk'],"['hoezo', 'biefstuk', 'neh', 'snap']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,9
1282,Spaghetti met saus,9: Diverse / long,3.0,0.0,"['saus', 'spaghetti']","['spaghetti', 'saus']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,9
1503, verwijderen hond hond hond hond hond hond hond hond hallo hallo hallo hallo hallo hallo groente groenten groente groenten groente zo stom  ook met Juf Anneke Zwolle maar School is stom ook met Juf Anneke,9: Diverse / long,1.0,1.0,"['groent', 'groent', 'groent', 'groent', 'groent']","['verwijder', 'hond', 'hond', 'hond', 'hond', 'hond', 'hond', 'hond', 'hond', 'hallo', 'hallo', 'hallo', 'hallo', 'hallo', 'hallo', 'groent', 'groent', 'groent', 'groent', 'groent', 'stom', 'juf', 'annek', 'zwoll', 'schol', 'stom', 'juf', 'annek']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.4333333333333333,0.0,0.0,1.0,0.0,0.0,18.0,9
1511,Ik zij toch dat je geen wifi nodig hebt ik ben nu kapsalon aan het bestellen terwijlnik aan het vasten ben maar dat is voor later ,9: Diverse / long,4.0,1.0,['kapsalon'],"['wifi', 'nodig', 'hebt', 'kapsalon', 'bestell', 'terwijlnik', 'vast', 'later']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,9
1614,Ik moest de tafel afruimen??,9: Diverse / long,,0.0,['tafel'],"['moest', 'tafel', 'afruim']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,9
1634,Bah ik hou niet van donuts bah bah????,9: Diverse / long,4.0,0.0,['donut'],"['bah', 'hou', 'donut', 'bah', 'bah']",0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,9
1729,Ik hou van saus alleen van saus Ik kan niet leven in een wereld zonder saus,9: Diverse / long,4.0,1.0,"['saus', 'saus', 'saus']","['hou', 'saus', 'allen', 'saus', 'lev', 'wereld', 'saus']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,9
1866,Er lag gwn een briefje op tafel van: Hey Alicja! Ik ben even naar de winkel??????,9: Diverse / long,,0.0,['tafel'],"['lag', 'gwn', 'briefj', 'tafel', 'hey', 'alicja', 'even', 'winkel']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,14.0,9
1870,Ik ga naae het dorp limonade haalen vergeeten te zegen tegen me moeder ??,9: Diverse / long,5.0,1.0,['limonad'],"['ga', 'naae', 'dorp', 'limonad', 'hal', 'verget', 'zeg', 'moeder']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,9
1883,Magnum nodig we hebben naar me nodig we hebben namen nodig hebben namen hebben we nodig hebben we nodig hebben namen nodig we hebben namen nodig Boer en dan mannen Mr Mister,9: Diverse / long,5.0,0.0,['magnum'],"['magnum', 'nodig', 'we', 'nodig', 'we', 'nam', 'nodig', 'nam', 'we', 'nodig', 'we', 'nodig', 'nam', 'nodig', 'we', 'nam', 'nodig', 'boer', 'mann', 'mr', 'mister']",0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,0.0,0.0,15.0,9
2055,Ga naar het schoolplein  en zoen de ping pong tafel,9: Diverse / long,,0.0,['tafel'],"['ga', 'schoolplein', 'zoen', 'ping', 'pong', 'tafel']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,20.0,9
2144,Hey im wil je een zakje chips van mij ???,9: Diverse / long,4.0,0.0,['chip'],"['hey', 'im', 'zakj', 'chip']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,9
